COD_ROD;KM_ini.1;KM_FIM;Dist;Geo2
SP 334;421;426,28;5,28;"{""type"":""MultiLineString"",""coordinates"":[[[-47.4394749,-20.3630399],[-47.4336719,-20.3596179],[-47.4328279,-20.3589999],[-47.4322559,-20.3581419],[-47.4320679,-20.3571329],[-47.4321829,-20.3553289],[-47.4324929,-20.3505289],[-47.4323879,-20.3494289],[-47.4315809,-20.3473969],[-47.4296499,-20.3447709],[-47.4294869,-20.3445499],[-47.4289999,-20.3435059],[-47.4276489,-20.3372499],[-47.4265489,-20.3339219],[-47.4229949,-20.3231529],[-47.4222369,-20.3208579],[-47.4211369,-20.3196819],[-47.4167609,-20.3175459],[-47.4151709,-20.3163369],[-47.4147489,-20.3156869],[-47.4141299,-20.3147369],[-47.4136249,-20.3127499]]]}"
SP 334;426,28;437,32;11,04;"{""type"":""MultiLineString"",""coordinates"":[[[-47.4136249,-20.3127499],[-47.4137439,-20.3116269],[-47.4141039,-20.3105039],[-47.4160569,-20.3076589],[-47.4162149,-20.3068949],[-47.4172869,-20.3016869],[-47.4175909,-20.3006399],[-47.4182409,-20.2998549],[-47.4195749,-20.2988669],[-47.4199659,-20.2985799],[-47.4226789,-20.2949609],[-47.4235879,-20.2940549],[-47.4261069,-20.2924729],[-47.4340599,-20.2874789],[-47.4381659,-20.2849009],[-47.4390899,-20.2840199],[-47.4406059,-20.2812579],[-47.4409129,-20.2806979],[-47.4417009,-20.2796479],[-47.4427429,-20.2789429],[-47.4476509,-20.2771799],[-47.4484579,-20.2766439],[-47.4556649,-20.2718709],[-47.4563719,-20.2716399],[-47.4566589,-20.2715469],[-47.4577619,-20.2714839],[-47.4589239,-20.2717049],[-47.4637819,-20.2733259],[-47.4649109,-20.2734089],[-47.4655829,-20.2732909],[-47.4660049,-20.2732159],[-47.4742659,-20.2695419],[-47.4807769,-20.2666489],[-47.4815149,-20.2659479],[-47.4819429,-20.2651219],[-47.4820409,-20.2648209],[-47.4843849,-20.2576769],[-47.4845739,-20.2561869],[-47.4848019,-20.2544109],[-47.4847659,-20.2533259]]]}"
SP 334;437,32;439;1,68;"{""type"":""MultiLineString"",""coordinates"":[[[-47.4847659,-20.2533259],[-47.4847289,-20.2522549],[-47.4838959,-20.2484319],[-47.4838789,-20.2483909],[-47.4816189,-20.2430789],[-47.4812419,-20.2414539]]]}"
SP 334;439;455;16;"{""type"":""MultiLineString"",""coordinates"":[[[-47.4812419,-20.2414539],[-47.4802399,-20.2371409],[-47.4792659,-20.2346629],[-47.4782529,-20.2330279],[-47.4734659,-20.2252899],[-47.4720229,-20.2229539],[-47.4712569,-20.2219549],[-47.4702799,-20.2211569],[-47.4692449,-20.2206349],[-47.4671029,-20.2202849],[-47.4664049,-20.2203369],[-47.4587329,-20.2209079],[-47.4575759,-20.2209149],[-47.4569149,-20.2207589],[-47.4565379,-20.2206659],[-47.4556569,-20.2201989],[-47.4549089,-20.2195359],[-47.4527279,-20.2168679],[-47.4506699,-20.2141889],[-47.4489479,-20.2119489],[-47.4481259,-20.2095099],[-47.4480479,-20.2082099],[-47.4482499,-20.2058949],[-47.4482609,-20.2058009],[-47.4488269,-20.2038689],[-47.4493049,-20.2030459],[-47.4530509,-20.1982939],[-47.4536279,-20.1975609],[-47.4547739,-20.1955919],[-47.4558769,-20.1898929],[-47.4568339,-20.1849569],[-47.4564739,-20.1830459],[-47.4556879,-20.1811999],[-47.4555249,-20.1808169],[-47.4557019,-20.1794579],[-47.4560139,-20.1789539],[-47.4569099,-20.1781519],[-47.4613669,-20.1747029],[-47.4687209,-20.1690139],[-47.4743889,-20.1646249],[-47.4748989,-20.1639399],[-47.4751599,-20.1631499],[-47.4751999,-20.1627659],[-47.4753629,-20.1611719],[-47.4753399,-20.1600759],[-47.4749889,-20.1590159],[-47.4730159,-20.1542219],[-47.4697569,-20.1462999],[-47.4694449,-20.1459519],[-47.4683189,-20.1447039],[-47.4625209,-20.1401519],[-47.4623779,-20.1399829],[-47.4618069,-20.1393159],[-47.4607479,-20.1374189],[-47.4594539,-20.1345019],[-47.4589499,-20.1323699],[-47.4589699,-20.1317649]]]}"
SP 334;455;456,5;1,5;"{""type"":""MultiLineString"",""coordinates"":[[[-47.4589699,-20.1317649],[-47.4591109,-20.1274409],[-47.4592479,-20.1255439],[-47.4595269,-20.1248419],[-47.4600419,-20.1243579],[-47.4607289,-20.1240819],[-47.4614999,-20.1240129],[-47.4628729,-20.1238669],[-47.4653999,-20.1230379],[-47.4661939,-20.1226339],[-47.4676119,-20.1213019],[-47.4685639,-20.1196099],[-47.4698026,-20.115253]]]}"
SP 334;456,5;457,95;1,45;"{""type"":""MultiLineString"",""coordinates"":[[[-47.4698026,-20.115253],[-47.4698669,-20.1150269],[-47.4700299,-20.1142629],[-47.4698489,-20.1134719],[-47.4695289,-20.1130489],[-47.4685269,-20.1121539],[-47.4631289,-20.1094489],[-47.4627799,-20.1088739],[-47.4628169,-20.1084359]]]}"
SP 334;457,95;459,4;1,45;"{""type"":""MultiLineString"",""coordinates"":[[[-47.4628169,-20.1084359],[-47.4628249,-20.1083319],[-47.4625919,-20.1081109],[-47.4609169,-20.1065239],[-47.4593099,-20.1072059],[-47.4586569,-20.1072609],[-47.4579279,-20.1070739],[-47.4550939,-20.1054979],[-47.4520489,-20.1038049]]]}"
SP 334;459,4;460;0,6;"{""type"":""MultiLineString"",""coordinates"":[[[-47.4520489,-20.1038049],[-47.4483769,-20.1017659]]]}"
SP 334;460;463,42;3,42;"{""type"":""MultiLineString"",""coordinates"":[[[-47.4483769,-20.1017659],[-47.4456689,-20.1002589],[-47.4436459,-20.0989699],[-47.4426099,-20.0979259],[-47.4419009,-20.0972069],[-47.4386529,-20.0923959],[-47.4348459,-20.0867559],[-47.4332469,-20.0843849]]]}"
SP 334;463,42;464,8;1,38;"{""type"":""MultiLineString"",""coordinates"":[[[-47.4332469,-20.0843849],[-47.4300949,-20.0797159],[-47.4290589,-20.0784919],[-47.4290369,-20.0784649],[-47.4277449,-20.0774109],[-47.4259519,-20.0764359],[-47.4249789,-20.0761039],[-47.4195359,-20.0750259]]]}"
SP 334;464,8;465,4;0,6;"{""type"":""MultiLineString"",""coordinates"":[[[-47.4195359,-20.0750259],[-47.4171939,-20.0745659],[-47.4125079,-20.0736439]]]}"
SP 336;352,3;353,2;0,9;"{""type"":""MultiLineString"",""coordinates"":[[[-47.5997659,-20.8841939],[-47.5989079,-20.8796079],[-47.5988239,-20.8794769],[-47.5966199,-20.8775829],[-47.5951119,-20.8763869],[-47.5929079,-20.8746349]]]}"
SP 336;353,2;354,6;1,4;"{""type"":""MultiLineString"",""coordinates"":[[[-47.5929079,-20.8746349],[-47.5929219,-20.8742299],[-47.5912979,-20.8731959],[-47.5875159,-20.8697929],[-47.5871129,-20.8694299],[-47.5831059,-20.8663639]]]}"
SP 336;354,6;375,4;20,8;"{""type"":""MultiLineString"",""coordinates"":[[[-47.5831059,-20.8663639],[-47.5778229,-20.8623239],[-47.5758249,-20.8604199],[-47.5727209,-20.8594109],[-47.5625869,-20.8575409],[-47.5546949,-20.8556389],[-47.5475699,-20.8546029],[-47.5461739,-20.8550629],[-47.5457229,-20.8561239],[-47.5448029,-20.8569289],[-47.5430249,-20.8569559],[-47.5421879,-20.8572299],[-47.5417519,-20.8591719],[-47.5406539,-20.8605059],[-47.5399089,-20.8608689],[-47.5385079,-20.8608899],[-47.5370999,-20.8605609],[-47.5359609,-20.8596079],[-47.5341419,-20.8570879],[-47.5323609,-20.8542129],[-47.5310779,-20.8529129],[-47.5297799,-20.8508219],[-47.5284749,-20.8483369],[-47.5276159,-20.8472939],[-47.5260229,-20.8444179],[-47.5232649,-20.8389199],[-47.5227949,-20.8358919],[-47.5234369,-20.8323219],[-47.5241909,-20.8270379],[-47.5234649,-20.8255959],[-47.5211819,-20.8232589],[-47.5192069,-20.8226279],[-47.5157029,-20.8228109],[-47.5133219,-20.8231109],[-47.5100519,-20.8206509],[-47.5082169,-20.8198869],[-47.5063989,-20.8203109],[-47.5027939,-20.8228689],[-47.4995749,-20.8233119],[-47.4884779,-20.8230769],[-47.4856829,-20.8231179],[-47.4815769,-20.8208029],[-47.4784479,-20.8182109],[-47.4765949,-20.8163919],[-47.4677899,-20.8012229],[-47.4663339,-20.7979469],[-47.4658479,-20.7939969],[-47.4657769,-20.7895149],[-47.4655689,-20.7854299],[-47.4667369,-20.7797409],[-47.4673759,-20.7757769],[-47.4672149,-20.7744599],[-47.4662139,-20.7732879],[-47.4646539,-20.7722549],[-47.4644849,-20.7719509]]]}"
SP 336;375,4;378,27;2,87;"{""type"":""MultiLineString"",""coordinates"":[[[-47.4644849,-20.7719509],[-47.4639309,-20.7709479],[-47.4643339,-20.7697529],[-47.4662669,-20.7680109],[-47.4670859,-20.7665489],[-47.4673419,-20.7650939],[-47.4622789,-20.7472259]]]}"
SP 336;378,27;387;8,73;"{""type"":""MultiLineString"",""coordinates"":[[[-47.4622789,-20.7472259],[-47.4606469,-20.7413229],[-47.4605489,-20.7407899],[-47.4595689,-20.7354059],[-47.4586059,-20.7318839],[-47.4564399,-20.7239769],[-47.4562059,-20.7230679],[-47.4539379,-20.7142239],[-47.4516699,-20.7053799],[-47.4516529,-20.7053199],[-47.4503519,-20.7028319],[-47.4469159,-20.6974549],[-47.4425879,-20.6906769],[-47.4419029,-20.6896609],[-47.4367139,-20.6819709],[-47.4348339,-20.6791819],[-47.4314119,-20.6743469]]]}"
SP 336;387;388,1;1,1;"{""type"":""MultiLineString"",""coordinates"":[[[-47.4314119,-20.6743469],[-47.4306769,-20.6733069],[-47.4238699,-20.6686929]]]}"
SP 336;388,1;390;1,9;"{""type"":""MultiLineString"",""coordinates"":[[[-47.4238699,-20.6686929],[-47.4196249,-20.6658139],[-47.4159359,-20.6630979],[-47.4152209,-20.6620529],[-47.4155729,-20.6578269],[-47.4158319,-20.6568489]]]}"
SP 336;390;392,7;2,7;"{""type"":""MultiLineString"",""coordinates"":[[[-47.4158319,-20.6568489],[-47.4174249,-20.6508109],[-47.4187249,-20.6444619],[-47.4180079,-20.6432869],[-47.4103779,-20.6349479]]]}"
SP 336;392,7;395,2;2,5;"{""type"":""MultiLineString"",""coordinates"":[[[-47.4103779,-20.6349479],[-47.4093089,-20.6337819],[-47.4026359,-20.6282049],[-47.3989409,-20.6249589],[-47.3977949,-20.6233909],[-47.3973109,-20.6193089],[-47.3975139,-20.6183309]]]}"
SP 336;395,2;398,4;3,2;"{""type"":""MultiLineString"",""coordinates"":[[[-47.3975139,-20.6183309],[-47.3978319,-20.6167959],[-47.3955519,-20.6053569],[-47.3943979,-20.6032619],[-47.3902389,-20.5969899],[-47.3834559,-20.5886049]]]}"
SP 336;398,4;400,16;1,76;"{""type"":""MultiLineString"",""coordinates"":[[[-47.3834559,-20.5886049],[-47.3824879,-20.5872879],[-47.3822039,-20.5866939],[-47.3821529,-20.5860709],[-47.3823389,-20.5854739],[-47.3831859,-20.5839499],[-47.3866589,-20.5776869],[-47.3871259,-20.5770409],[-47.3876979,-20.5763769],[-47.3886319,-20.5752959]]]}"
SP 336;400,16;400,8;0,64;"{""type"":""MultiLineString"",""coordinates"":[[[-47.3886319,-20.5752959],[-47.3917919,-20.5716319],[-47.3919499,-20.5706439]]]}"
SP 338;268,3;292;23,7;"{""type"":""MultiLineString"",""coordinates"":[[[-47.0267749,-21.5200429],[-47.0271849,-21.5198039],[-47.0273349,-21.5194689],[-47.0316519,-21.5171909],[-47.0323159,-21.5167079],[-47.0330059,-21.5162069],[-47.0402949,-21.5118419],[-47.0483179,-21.5070369],[-47.0518979,-21.5048939],[-47.0563889,-21.5022999],[-47.0644949,-21.4976169],[-47.0709109,-21.4939119],[-47.0725379,-21.4928459],[-47.0741019,-21.4918239],[-47.0769219,-21.4895699],[-47.0795309,-21.4869989],[-47.0796039,-21.4869159],[-47.0856439,-21.4800459],[-47.0916869,-21.4731749],[-47.0958399,-21.4684539],[-47.0980239,-21.4665599],[-47.0984379,-21.4662029],[-47.1015059,-21.4644859],[-47.1064949,-21.4625789],[-47.1153179,-21.4592019],[-47.1212369,-21.4569379],[-47.1240449,-21.4556309],[-47.1241579,-21.4555769],[-47.1264989,-21.4539959],[-47.1313599,-21.4499539],[-47.1384739,-21.4440399],[-47.1455889,-21.4381259],[-47.1527029,-21.4322099],[-47.1556299,-21.4297769],[-47.1598909,-21.4263789],[-47.1671319,-21.4206009],[-47.1743759,-21.4148249],[-47.1744379,-21.4147739],[-47.1774909,-21.4125579],[-47.1807539,-21.4106439],[-47.1822759,-21.4098899],[-47.1831199,-21.4094749],[-47.1909549,-21.4062129],[-47.1996599,-21.4025909],[-47.2083679,-21.3989689]]]}"
SP 338;292;309,2;17,2;"{""type"":""MultiLineString"",""coordinates"":[[[-47.2083679,-21.3989689],[-47.2163319,-21.3956579],[-47.2170979,-21.3951539],[-47.2183529,-21.3943309],[-47.2192619,-21.3934729],[-47.2209869,-21.3909859],[-47.2223739,-21.3878399],[-47.2260469,-21.3795179],[-47.2297199,-21.3711999],[-47.2333919,-21.3628799],[-47.2355029,-21.3580999],[-47.2364509,-21.3562999],[-47.2375149,-21.3547689],[-47.2375909,-21.3546619],[-47.2393719,-21.3527509],[-47.2410329,-21.3514339],[-47.2430389,-21.3502629],[-47.2450689,-21.3493499],[-47.2472749,-21.3483579],[-47.2491579,-21.3468919],[-47.2520389,-21.3433679],[-47.2578909,-21.3362129],[-47.2625599,-21.3305029],[-47.2639389,-21.3292149],[-47.2707579,-21.3228479],[-47.2775769,-21.3164789],[-47.2814519,-21.3128609],[-47.2823499,-21.3110739],[-47.2825779,-21.3093289],[-47.2825499,-21.3091759],[-47.2822399,-21.3074349],[-47.2806019,-21.3038219],[-47.2801129,-21.3022949],[-47.2800449,-21.3005809],[-47.2800219,-21.2999729],[-47.2801599,-21.2988839],[-47.2807309,-21.2970209],[-47.2827579,-21.2920139],[-47.2861659,-21.2835979],[-47.2895739,-21.2751789],[-47.2902549,-21.2734979]]]}"
SP 338;309,2;310,96;1,76;"{""type"":""MultiLineString"",""coordinates"":[[[-47.2902549,-21.2734979],[-47.2920029,-21.2695789],[-47.2927479,-21.2666109],[-47.2928219,-21.2663209],[-47.2931849,-21.2632309],[-47.2930859,-21.2591379],[-47.2928609,-21.2579109]]]}"
SP 338;310,96;328,7;17,74;"{""type"":""MultiLineString"",""coordinates"":[[[-47.2928609,-21.2579109],[-47.2927939,-21.2575519],[-47.2911279,-21.2485629],[-47.2894619,-21.2395779],[-47.2877979,-21.2305909],[-47.2861319,-21.2216029],[-47.2844659,-21.2126169],[-47.2839789,-21.2099929],[-47.2836499,-21.2071899],[-47.2836189,-21.2042359],[-47.2840359,-21.2036719],[-47.2844069,-21.2031679],[-47.2861179,-21.1982419],[-47.2871139,-21.1950419],[-47.2898419,-21.1862849],[-47.2925709,-21.1775269],[-47.2943069,-21.1719589],[-47.2942429,-21.1704859],[-47.2950419,-21.1695679],[-47.2953379,-21.1689649],[-47.2956409,-21.1683439],[-47.2958779,-21.1668919],[-47.2975639,-21.1619809],[-47.2983939,-21.1603399],[-47.3001669,-21.1568389],[-47.3026609,-21.1521349],[-47.3045089,-21.1486509],[-47.3056239,-21.1457619],[-47.3062179,-21.1436709],[-47.3064679,-21.1427859],[-47.3079829,-21.1347049],[-47.3096659,-21.1257199],[-47.3113509,-21.1167369],[-47.3126679,-21.1097009],[-47.3129939,-21.1077449],[-47.3140419,-21.1014379]]]}"
SP 338;328,7;337,27;8,57;"{""type"":""MultiLineString"",""coordinates"":[[[-47.3140419,-21.1014379],[-47.3144859,-21.0987659],[-47.3148969,-21.0962939],[-47.3150459,-21.0897829],[-47.3152519,-21.0807699],[-47.3152769,-21.0796539],[-47.3153269,-21.0717559],[-47.3153809,-21.0627419],[-47.3154119,-21.0577249],[-47.3150039,-21.0549909],[-47.3146459,-21.0537989],[-47.3141119,-21.0520259],[-47.3110549,-21.0454449],[-47.3090209,-21.0410699],[-47.3082109,-21.0386849],[-47.3079289,-21.0369629],[-47.3077549,-21.0359029],[-47.3078779,-21.0279609],[-47.3078979,-21.0266959],[-47.3077539,-21.0262949],[-47.3071069,-21.0258559]]]}"
SP 340;114,1;117,5;3,4;"{""type"":""MultiLineString"",""coordinates"":[[[-47.0383049,-22.8439719],[-47.0366899,-22.8415529],[-47.0361459,-22.8400529],[-47.0349759,-22.8377539],[-47.0330699,-22.8340119],[-47.0328929,-22.8334409],[-47.0326989,-22.8319929],[-47.0327459,-22.8308459],[-47.0332129,-22.8290489],[-47.0336779,-22.8280709],[-47.0341709,-22.8273519],[-47.0368159,-22.8239749],[-47.0371399,-22.8232359],[-47.0373309,-22.8222919],[-47.0372779,-22.8219119],[-47.0370719,-22.8204359],[-47.0353159,-22.8143019]]]}"
SP 340;117,5;120;2,5;"{""type"":""MultiLineString"",""coordinates"":[[[-47.0353159,-22.8143019],[-47.0333659,-22.8074689],[-47.0330189,-22.8041059],[-47.0324819,-22.7989079],[-47.0322149,-22.7963089]]]}"
SP 340;120;122,5;2,5;"{""type"":""MultiLineString"",""coordinates"":[[[-47.0322149,-22.7963089],[-47.0317499,-22.7918029],[-47.0311509,-22.7897429],[-47.0302949,-22.7879319],[-47.0282439,-22.7849289],[-47.0236449,-22.7781949],[-47.0232879,-22.7775259],[-47.0230229,-22.7770309],[-47.0226369,-22.7758979]]]}"
SP 340;122,5;122,7;0,2;"{""type"":""MultiLineString"",""coordinates"":[[[-47.0226369,-22.7758979],[-47.0225649,-22.7756829],[-47.0223729,-22.7741769]]]}"
SP 340;122,7;122,9;0,2;"{""type"":""MultiLineString"",""coordinates"":[[[-47.0223729,-22.7741769],[-47.0221539,-22.7724489]]]}"
SP 340;122,9;123;0,1;"{""type"":""MultiLineString"",""coordinates"":[[[-47.0221539,-22.7724489],[-47.0220439,-22.7715849]]]}"
SP 340;123;123,1;0,1;"{""type"":""MultiLineString"",""coordinates"":[[[-47.0220439,-22.7715849],[-47.0219342,-22.7707202]]]}"
SP 340;123,1;123,8;0,7;"{""type"":""MultiLineString"",""coordinates"":[[[-47.0219342,-22.7707202],[-47.0218799,-22.7702919],[-47.0218519,-22.7698529],[-47.0217369,-22.7681149],[-47.0216829,-22.7672469],[-47.0215909,-22.7658299],[-47.0214839,-22.7646409]]]}"
SP 340;123,8;124,4;0,6;"{""type"":""MultiLineString"",""coordinates"":[[[-47.0214839,-22.7646409],[-47.0213309,-22.7629089],[-47.0212529,-22.7620389],[-47.0211739,-22.7611739],[-47.0210199,-22.7594389]]]}"
SP 340;124,4;127,23;2,83;"{""type"":""MultiLineString"",""coordinates"":[[[-47.0210199,-22.7594389],[-47.0209439,-22.7585719],[-47.0207119,-22.7559699],[-47.0197329,-22.7450179],[-47.0193049,-22.7430719],[-47.0167389,-22.7352469]]]}"
SP 340;127,23;128;0,77;"{""type"":""MultiLineString"",""coordinates"":[[[-47.0167389,-22.7352469],[-47.0148779,-22.7288949]]]}"
SP 340;128;131,8;3,8;"{""type"":""MultiLineString"",""coordinates"":[[[-47.0148779,-22.7288949],[-47.0143919,-22.7272419],[-47.0143129,-22.7265849],[-47.0136089,-22.7135949],[-47.0127789,-22.6982319],[-47.0126859,-22.6965249]]]}"
SP 340;131,8;139,22;7,42;"{""type"":""MultiLineString"",""coordinates"":[[[-47.0126859,-22.6965249],[-47.0124359,-22.6918389],[-47.0123899,-22.6909779],[-47.0119039,-22.6891979],[-47.0114649,-22.6882129],[-47.0080459,-22.6829359],[-47.0054279,-22.6784359],[-47.0037839,-22.6756019],[-47.0030559,-22.6739809],[-47.0027349,-22.6728989],[-47.0025429,-22.6716199],[-47.0025179,-22.6698679],[-47.0034699,-22.6594269],[-47.0037199,-22.6576669],[-47.0052139,-22.6494739],[-47.0058279,-22.6439889],[-47.0057799,-22.6430109],[-47.0055709,-22.6420399],[-47.0039059,-22.6377269],[-47.0036579,-22.6368969],[-47.0035649,-22.6355389],[-47.0036439,-22.6348879],[-47.0039389,-22.6339349],[-47.0049299,-22.6318849],[-47.0058389,-22.6299989]]]}"
SP 340;139,22;140,35;1,13;"{""type"":""MultiLineString"",""coordinates"":[[[-47.0058389,-22.6299989],[-47.0064299,-22.6283709],[-47.0067759,-22.6268779],[-47.0068919,-22.6259789],[-47.0069359,-22.6252289],[-47.0069679,-22.6246759],[-47.0068349,-22.6205879]]]}"
SP 340;140,35;147,54;7,19;"{""type"":""MultiLineString"",""coordinates"":[[[-47.0068349,-22.6205879],[-47.0073669,-22.6069739],[-47.0074369,-22.6052189],[-47.0075139,-22.6032439],[-47.0076169,-22.6014029],[-47.0080789,-22.5972589],[-47.0080929,-22.5963599],[-47.0080089,-22.5957249],[-47.0076829,-22.5945079],[-47.0061959,-22.5909199],[-47.0056109,-22.5886259],[-47.0054759,-22.5873019],[-47.0052819,-22.5827639],[-47.0050819,-22.5781019],[-47.0048259,-22.5764639],[-47.0042149,-22.5748669],[-47.0029059,-22.5726409],[-47.0019779,-22.5710689],[-47.0013309,-22.5693649],[-46.9994869,-22.5586849]]]}"
SP 340;147,54;158,94;11,4;"{""type"":""MultiLineString"",""coordinates"":[[[-46.9994869,-22.5586849],[-46.9989329,-22.5554749],[-46.9987299,-22.5538019],[-46.9986769,-22.5519389],[-46.9987579,-22.5481829],[-46.9986989,-22.5471769],[-46.9986679,-22.5470009],[-46.9985189,-22.5461499],[-46.9916609,-22.5241449],[-46.9913959,-22.5225549],[-46.9912919,-22.5215909],[-46.9907289,-22.5163169],[-46.9903799,-22.5146649],[-46.9899049,-22.5132239],[-46.9853699,-22.5029689],[-46.9851959,-22.5025789],[-46.9847069,-22.5013209],[-46.9839599,-22.4991129],[-46.9823679,-22.4935939],[-46.9812699,-22.4897809],[-46.9809799,-22.4876349],[-46.9809609,-22.4863529],[-46.981458,-22.4754098]]]}"
SP 340;158,94;160;1,06;"{""type"":""MultiLineString"",""coordinates"":[[[-46.981458,-22.4754098],[-46.9816249,-22.4716299],[-46.9825699,-22.4504679]]]}"
SP 340;160;161,75;1,75;"{""type"":""MultiLineString"",""coordinates"":[[[-46.9825699,-22.4504679],[-46.9827389,-22.4493869],[-46.9830969,-22.4479279],[-46.9838249,-22.4455879],[-46.9851559,-22.4413099],[-46.9854179,-22.4401559],[-46.9855929,-22.4382579]]]}"
SP 340;161,75;167,729;5,979;"{""type"":""MultiLineString"",""coordinates"":[[[-46.9855929,-22.4382579],[-46.9853989,-22.4358629],[-46.9848129,-22.4336639],[-46.9838339,-22.4309379],[-46.9756129,-22.4080379],[-46.9749269,-22.4061299],[-46.9745549,-22.4050999],[-46.9735079,-22.4015329],[-46.9725259,-22.3968229],[-46.9722389,-22.3945549],[-46.9714959,-22.3853309],[-46.9710929,-22.3803199],[-46.9710679,-22.3800289]]]}"
SP 340;167,729;171,5;3,771;"{""type"":""MultiLineString"",""coordinates"":[[[-46.9710679,-22.3800289],[-46.9701529,-22.3682339],[-46.9697679,-22.3632989],[-46.9696469,-22.3620509],[-46.9692389,-22.3605709],[-46.9692249,-22.3605409],[-46.9688539,-22.3598209],[-46.9683329,-22.3590759],[-46.9675809,-22.3583149],[-46.9589669,-22.3519109]]]}"
SP 340;171,5;174,1;2,6;"{""type"":""MultiLineString"",""coordinates"":[[[-46.9589669,-22.3519109],[-46.9580659,-22.3509179],[-46.9571739,-22.3494299],[-46.9567519,-22.3483569],[-46.9566929,-22.3480839],[-46.9564139,-22.3467999],[-46.9563609,-22.3460739],[-46.9564619,-22.3450749],[-46.9568109,-22.3437339],[-46.9579249,-22.3394379],[-46.9597889,-22.3322389],[-46.9602019,-22.3306419]]]}"
SP 340;174,1;178,68;4,58;"{""type"":""MultiLineString"",""coordinates"":[[[-46.9602019,-22.3306419],[-46.9639339,-22.3162479],[-46.9689099,-22.2970559],[-46.9696979,-22.2940179]]]}"
SP 340;178,68;180,9;2,22;"{""type"":""MultiLineString"",""coordinates"":[[[-46.9696979,-22.2940179],[-46.9703079,-22.2916989],[-46.9712259,-22.2885849],[-46.9738039,-22.2798479],[-46.9744959,-22.2775009],[-46.9745939,-22.2765439],[-46.9745269,-22.2753549],[-46.9743349,-22.2745219]]]}"
SP 340;180,9;187,2;6,3;"{""type"":""MultiLineString"",""coordinates"":[[[-46.9743349,-22.2745219],[-46.9742769,-22.2742769],[-46.9734879,-22.2720429],[-46.9733509,-22.2709449],[-46.9733649,-22.2702529],[-46.9735699,-22.2690749],[-46.9740149,-22.2674749],[-46.9767219,-22.2577119],[-46.9772709,-22.2546289],[-46.9774509,-22.2525479],[-46.9788729,-22.2248579],[-46.9789769,-22.2238349],[-46.9801609,-22.2181669]]]}"
SP 340;187,2;187,7;0,5;"{""type"":""MultiLineString"",""coordinates"":[[[-46.9801609,-22.2181669],[-46.9810899,-22.2137189]]]}"
SP 340;187,7;189,9;2,2;"{""type"":""MultiLineString"",""coordinates"":[[[-46.9810899,-22.2137189],[-46.9851739,-22.1941569]]]}"
SP 340;189,9;191,8;1,9;"{""type"":""MultiLineString"",""coordinates"":[[[-46.9851739,-22.1941569],[-46.9853729,-22.1932039],[-46.9888989,-22.1772979]]]}"
SP 340;191,8;192,9;1,1;"{""type"":""MultiLineString"",""coordinates"":[[[-46.9888989,-22.1772979],[-46.9892909,-22.1755219],[-46.9898819,-22.1728609],[-46.9902729,-22.1710879],[-46.9904699,-22.1701999],[-46.9908689,-22.1684059],[-46.9910504,-22.167536]]]}"
SP 340;192,9;193;0,1;"{""type"":""MultiLineString"",""coordinates"":[[[-46.9910504,-22.167536],[-46.9912359,-22.1666469],[-46.9912359,-22.1666467]]]}"
SP 340;193;193,1;0,1;"{""type"":""MultiLineString"",""coordinates"":[[[-46.9912359,-22.1666467],[-46.9914198,-22.1657571]]]}"
SP 340;193,1;193,9;0,8;"{""type"":""MultiLineString"",""coordinates"":[[[-46.9914198,-22.1657571],[-46.9916039,-22.1648669],[-46.9917899,-22.1639789],[-46.9921609,-22.1621989],[-46.9922879,-22.1615909],[-46.9926199,-22.1604399],[-46.9926339,-22.1603979],[-46.9928199,-22.1595549],[-46.9930199,-22.1586669]]]}"
SP 340;193,9;197,98;4,08;"{""type"":""MultiLineString"",""coordinates"":[[[-46.9930199,-22.1586669],[-46.9961299,-22.1447419],[-47.0006749,-22.1266009],[-47.0011979,-22.1239849],[-47.0013719,-22.1225439]]]}"
SP 340;197,98;200,1;2,12;"{""type"":""MultiLineString"",""coordinates"":[[[-47.0013719,-22.1225439],[-47.0027739,-22.1067839],[-47.0034669,-22.0990139]]]}"
SP 340;200,1;207,15;7,05;"{""type"":""MultiLineString"",""coordinates"":[[[-47.0034669,-22.0990139],[-47.0039819,-22.0968579],[-47.0047669,-22.0949949],[-47.0052089,-22.0942239],[-47.0089519,-22.0883419],[-47.0096659,-22.0872189],[-47.0279029,-22.0585579],[-47.0282429,-22.0577519],[-47.0284799,-22.0569259],[-47.0286599,-22.0558029],[-47.0303399,-22.0452859]]]}"
SP 340;207,15;212,8;5,65;"{""type"":""MultiLineString"",""coordinates"":[[[-47.0303399,-22.0452859],[-47.0305939,-22.0438689],[-47.0312689,-22.0401129],[-47.0392169,-21.9918169]]]}"
SP 340;212,8;216,6;3,8;"{""type"":""MultiLineString"",""coordinates"":[[[-47.0392169,-21.9918169],[-47.0427829,-21.9702169],[-47.0451069,-21.9561299]]]}"
SP 340;216,6;220,5;3,9;"{""type"":""MultiLineString"",""coordinates"":[[[-47.0451069,-21.9561299],[-47.0471049,-21.9440229],[-47.0508879,-21.9233689],[-47.0510869,-21.9223809],[-47.0516499,-21.9195779]]]}"
