COD_ROD;KM_ini.1;KM_FIM;Dist;Geo2
SP 320;599,5;604;4,5;"{""type"":""MultiLineString"",""coordinates"":[[[-50.6923649,-20.2281749],[-50.6965469,-20.2278889],[-50.7049109,-20.2273149],[-50.7132729,-20.2267439],[-50.7216369,-20.2261709],[-50.7299979,-20.2255979]]]}"
SP 320;604;608,28;4,28;"{""type"":""MultiLineString"",""coordinates"":[[[-50.7299979,-20.2255979],[-50.7398649,-20.2249229],[-50.7497289,-20.2242459],[-50.7595959,-20.2235689],[-50.7622719,-20.2233859],[-50.7694579,-20.2228329],[-50.7722179,-20.2226219]]]}"
SP 320;608,28;610,16;1,88;"{""type"":""MultiLineString"",""coordinates"":[[[-50.7722179,-20.2226219],[-50.7799569,-20.2220279],[-50.7907059,-20.2212019],[-50.7924249,-20.2210699]]]}"
SP 320;610,16;613,2;3,04;"{""type"":""MultiLineString"",""coordinates"":[[[-50.7924249,-20.2210699],[-50.8015239,-20.2202579],[-50.8121109,-20.2193109],[-50.8123499,-20.2192549],[-50.8228809,-20.2166979],[-50.8249889,-20.2161859]]]}"
SP 320;613,2;617,07;3,87;"{""type"":""MultiLineString"",""coordinates"":[[[-50.8249889,-20.2161859],[-50.8324079,-20.2143849],[-50.8410159,-20.2122949],[-50.8416859,-20.2121429],[-50.8510049,-20.2100659],[-50.8603249,-20.2079849],[-50.8609759,-20.2078399]]]}"
SP 320;617,07;620,05;2,98;"{""type"":""MultiLineString"",""coordinates"":[[[-50.8609759,-20.2078399],[-50.8690689,-20.2060329],[-50.8773069,-20.2041939],[-50.8777689,-20.2040839],[-50.8864419,-20.2020329],[-50.8868759,-20.2019299]]]}"
SP 320;620,05;626,834;6,784;"{""type"":""MultiLineString"",""coordinates"":[[[-50.8868759,-20.2019299],[-50.8898929,-20.2012659],[-50.8950199,-20.2000159],[-50.9035759,-20.1979339],[-50.9093189,-20.1965349],[-50.9120129,-20.1955189],[-50.9202159,-20.1924259],[-50.9265489,-20.1900379],[-50.9285069,-20.1895979],[-50.9370999,-20.1876599],[-50.9442679,-20.1860459]]]}"
SP 320;626,834;627,46;0,626;"{""type"":""MultiLineString"",""coordinates"":[[[-50.9442679,-20.1860459],[-50.9457619,-20.1852509],[-50.9467439,-20.1846079],[-50.9477459,-20.1839519],[-50.9491839,-20.1825069],[-50.9498849,-20.1811769],[-50.9502229,-20.1795579],[-50.9505999,-20.1782799]]]}"
SP 320;627,46;629,54;2,08;"{""type"":""MultiLineString"",""coordinates"":[[[-50.9505999,-20.1782799],[-50.9499439,-20.1728359],[-50.9496659,-20.1705279],[-50.9488209,-20.1627409],[-50.9482299,-20.1572879]]]}"
SP 320;629,54;631,08;1,54;"{""type"":""MultiLineString"",""coordinates"":[[[-50.9482299,-20.1572879],[-50.9477549,-20.1528819],[-50.9471499,-20.1473069],[-50.9469109,-20.1433879],[-50.9469439,-20.1432909],[-50.9472029,-20.1425619]]]}"
SP 320;631,08;639,7;8,62;"{""type"":""MultiLineString"",""coordinates"":[[[-50.9472029,-20.1425619],[-50.9473779,-20.1420469],[-50.9501889,-20.1405089],[-50.9545819,-20.1406389],[-50.9607679,-20.1408199],[-50.9634439,-20.1402139],[-50.9635789,-20.1401829],[-50.9708409,-20.1355139],[-50.9782169,-20.1307719],[-50.9829929,-20.1277029],[-50.9850269,-20.1254399],[-50.9853709,-20.1250589],[-50.9856319,-20.1214859],[-50.9871879,-20.1177399],[-50.9874079,-20.1175329],[-50.9899499,-20.1151339],[-50.9928309,-20.1140039],[-50.9947309,-20.1129389],[-51.0003619,-20.1097759],[-51.0024109,-20.1086439],[-51.0078059,-20.1056679]]]}"
SP 321;344,8;345;0,2;"{""type"":""MultiLineString"",""coordinates"":[[[-49.0726057,-22.2940928],[-49.0715385,-22.2936383],[-49.0713014,-22.2913657]]]}"
SP 321;345;346,87;1,87;"{""type"":""MultiLineString"",""coordinates"":[[[-49.0713014,-22.2913657],[-49.0682239,-22.2838469],[-49.0653249,-22.2765889]]]}"
SP 321;346,87;355,91;9,04;"{""type"":""MultiLineString"",""coordinates"":[[[-49.0653249,-22.2765889],[-49.0648829,-22.2754829],[-49.0614829,-22.2669669],[-49.0580829,-22.2584549],[-49.0546809,-22.2499419],[-49.0538849,-22.2479449],[-49.0536009,-22.2466179],[-49.0534459,-22.2440189],[-49.0536739,-22.2410329],[-49.0543689,-22.2319799],[-49.0545009,-22.2302799],[-49.0545239,-22.2284799],[-49.0541689,-22.2264269],[-49.0537639,-22.2252239],[-49.0526659,-22.2232339],[-49.0525279,-22.2229849],[-49.0475159,-22.2155129],[-49.0423429,-22.2078019],[-49.0405449,-22.2051239],[-49.0389939,-22.2017199],[-49.0387239,-22.2003299]]]}"
SP 321;355,91;356,64;0,73;"{""type"":""MultiLineString"",""coordinates"":[[[-49.0387239,-22.2003299],[-49.0385469,-22.1994249],[-49.0385159,-22.1992649],[-49.0377649,-22.1929239]]]}"
SP 321;356,64;364,57;7,93;"{""type"":""MultiLineString"",""coordinates"":[[[-49.0377649,-22.1929239],[-49.0373989,-22.1897229],[-49.0363829,-22.1808309],[-49.0353689,-22.1719379],[-49.0343539,-22.1630459],[-49.0333379,-22.1541569],[-49.0323239,-22.1452639],[-49.0313079,-22.1363719],[-49.0302929,-22.1274819],[-49.0297149,-22.1224129]]]}"
SP 321;364,57;371,845;7,275;"{""type"":""MultiLineString"",""coordinates"":[[[-49.0297149,-22.1224129],[-49.0292369,-22.1185799],[-49.0281279,-22.1096689],[-49.0270169,-22.1007569],[-49.0259079,-22.0918429],[-49.0247989,-22.0829329],[-49.0241939,-22.0780739],[-49.0237259,-22.0740169],[-49.0228349,-22.0662959],[-49.0227109,-22.0650959],[-49.0219399,-22.0575489]]]}"
SP 321;371,845;375,67;3,825;"{""type"":""MultiLineString"",""coordinates"":[[[-49.0219399,-22.0575489],[-49.0217879,-22.0560629],[-49.0208059,-22.0464819],[-49.0198259,-22.0369049],[-49.0188459,-22.0273249],[-49.0187559,-22.0264439],[-49.0180669,-22.0209179]]]}"
SP 321;375,67;390,155;14,485;"{""type"":""MultiLineString"",""coordinates"":[[[-49.0180669,-22.0209179],[-49.0177009,-22.0179799],[-49.0165949,-22.0090799],[-49.0154869,-22.0001809],[-49.0143799,-21.9912819],[-49.0132719,-21.9823819],[-49.0130579,-21.9806639],[-49.0134769,-21.9768559],[-49.0141129,-21.9735059],[-49.0157909,-21.9646829],[-49.0174709,-21.9558599],[-49.0191479,-21.9470369],[-49.0197359,-21.9439429],[-49.0208679,-21.9382199],[-49.0226119,-21.9294099],[-49.0243539,-21.9205969],[-49.0260989,-21.9117869],[-49.0278409,-21.9029749],[-49.0295859,-21.8941619],[-49.0298559,-21.8927969]]]}"
SP 321;390,155;391;0,845;"{""type"":""MultiLineString"",""coordinates"":[[[-49.0298559,-21.8927969],[-49.0302299,-21.8909059],[-49.0302109,-21.8904529],[-49.0306469,-21.8882339],[-49.0306329,-21.8872629],[-49.0312099,-21.8852619]]]}"
SP 321;391;406,55;15,55;"{""type"":""MultiLineString"",""coordinates"":[[[-49.0312099,-21.8852619],[-49.0312149,-21.8852489],[-49.0328509,-21.8763079],[-49.0344909,-21.8673529],[-49.0348489,-21.8653999],[-49.0349729,-21.8643629],[-49.0348659,-21.8623509],[-49.0337369,-21.8584469],[-49.0312039,-21.8496749],[-49.0286719,-21.8409029],[-49.0272432,-21.835955],[-49.0261389,-21.8321309],[-49.0236059,-21.8233569],[-49.0210729,-21.8145849],[-49.0199019,-21.8105339],[-49.0187229,-21.8082189],[-49.0178819,-21.8072029],[-49.0170279,-21.8065249],[-49.0095879,-21.8006259],[-49.0058806,-21.7976872],[-49.0021499,-21.7947299],[-48.9947109,-21.7888329],[-48.9939959,-21.7882639],[-48.9923729,-21.7864869],[-48.9912549,-21.7843439],[-48.9901999,-21.7809879],[-48.9874619,-21.7722689],[-48.9870869,-21.7710729],[-48.9868759,-21.7693959],[-48.9870049,-21.7684809],[-48.9876499,-21.7666659],[-48.9890739,-21.7636289],[-48.9912219,-21.7590489]]]}"
SP 321;406,55;407,4;0,85;"{""type"":""MultiLineString"",""coordinates"":[[[-48.9912219,-21.7590489],[-48.992688,-21.7559245],[-48.9946969,-21.7516429],[-48.9950459,-21.7508959],[-48.9953139,-21.7501289],[-48.9952769,-21.7489779],[-48.9932559,-21.7449899]]]}"
SP 321;407,4;412;4,6;"{""type"":""MultiLineString"",""coordinates"":[[[-48.9932559,-21.7449899],[-48.9909489,-21.7409669],[-48.9871039,-21.7342619],[-48.9832599,-21.7275569],[-48.9814809,-21.7244569],[-48.9793479,-21.7208869],[-48.9768999,-21.7167879],[-48.9764149,-21.7161379],[-48.9752979,-21.7152359],[-48.9748819,-21.7146039]]]}"
SP 321;412;414,9;2,9;"{""type"":""MultiLineString"",""coordinates"":[[[-48.9748819,-21.7146039],[-48.9960389,-21.7042629],[-48.9982599,-21.7030529],[-48.9999829,-21.7018749],[-49.0046259,-21.6980529]]]}"
SP 321;414,9;425;10,1;"{""type"":""MultiLineString"",""coordinates"":[[[-49.0046259,-21.6980529],[-49.0268849,-21.6793379],[-49.0318391,-21.6748601],[-49.0453328,-21.6626638],[-49.0633462,-21.6463825],[-49.0774209,-21.6336609]]]}"
SP 321;425;429,6;4,6;"{""type"":""MultiLineString"",""coordinates"":[[[-49.0774209,-21.6336609],[-49.0882929,-21.6224159],[-49.0981599,-21.6126249],[-49.1072859,-21.6033899]]]}"
SP 321;429,6;437,5;7,9;"{""type"":""MultiLineString"",""coordinates"":[[[-49.1072859,-21.6033899],[-49.1133499,-21.5972104],[-49.1158703,-21.594642],[-49.1246964,-21.5856478],[-49.1292085,-21.5810496],[-49.1370419,-21.5730669],[-49.1472777,-21.5624513],[-49.1560069,-21.5533979]]]}"
SP 321;437,5;444,22;6,72;"{""type"":""MultiLineString"",""coordinates"":[[[-49.1560069,-21.5533979],[-49.1777559,-21.5316579],[-49.2110127,-21.4979868],[-49.2159485,-21.4929895],[-49.2210909,-21.4877829]]]}"
SP 321;444,22;446,9;2,68;"{""type"":""MultiLineString"",""coordinates"":[[[-49.2210909,-21.4877829],[-49.2210799,-21.4872379],[-49.2205419,-21.4866779],[-49.2052319,-21.4759699],[-49.1998199,-21.4721439]]]}"
SP 321;446,9;459,8;12,9;"{""type"":""MultiLineString"",""coordinates"":[[[-49.1998199,-21.4721439],[-49.1906399,-21.4656539],[-49.1833959,-21.4605329],[-49.1828019,-21.4600349],[-49.1752089,-21.4536929],[-49.1676189,-21.4473539],[-49.1600289,-21.4410119],[-49.1550469,-21.4368479],[-49.1524049,-21.4347049],[-49.1447189,-21.4284659],[-49.1370329,-21.4222249],[-49.1366389,-21.4219069],[-49.1278359,-21.4181679],[-49.1273069,-21.4179429],[-49.1180849,-21.4154019],[-49.1083079,-21.4127069],[-49.0985279,-21.4100109],[-49.0907069,-21.4078549]]]}"
SP 321;459,8;473,34;13,54;"{""type"":""MultiLineString"",""coordinates"":[[[-49.0907069,-21.4078549],[-49.0889449,-21.4073679],[-49.0801359,-21.4049379],[-49.0787939,-21.4045679],[-49.0753949,-21.4041149],[-49.0710409,-21.4041529],[-49.0691019,-21.4041709],[-49.0680149,-21.4040699],[-49.0671399,-21.4036729],[-49.0664679,-21.4030499],[-49.0660399,-21.4022559],[-49.0648879,-21.3993969],[-49.0616609,-21.3913869],[-49.0616599,-21.3913829],[-49.0609179,-21.3885759],[-49.0607009,-21.3851369],[-49.0608589,-21.3829259],[-49.0614689,-21.3743929],[-49.0617309,-21.3707329],[-49.0613029,-21.3674909],[-49.0608729,-21.3659219],[-49.0591759,-21.3597249],[-49.0585759,-21.3576379],[-49.0562059,-21.3493739],[-49.0538339,-21.3411109],[-49.0533729,-21.3395029],[-49.0520579,-21.3327229],[-49.0504259,-21.3243039],[-49.0501029,-21.3226309],[-49.0495169,-21.3204539],[-49.0475439,-21.3162269],[-49.0470939,-21.3152619],[-49.0464329,-21.3135099]]]}"
SP 321;473,34;481;7,66;"{""type"":""MultiLineString"",""coordinates"":[[[-49.0464329,-21.3135099],[-49.0443079,-21.3078799],[-49.0410849,-21.2993469],[-49.0384629,-21.2923999],[-49.0378709,-21.2908109],[-49.0346799,-21.2822699],[-49.0314889,-21.2737269],[-49.0282969,-21.2651839],[-49.0251079,-21.2566399],[-49.0219169,-21.2480969]]]}"
SP 321;481;491,4;10,4;"{""type"":""MultiLineString"",""coordinates"":[[[-49.0219169,-21.2480969],[-49.0185939,-21.2394589],[-49.0152719,-21.2308199],[-49.0144589,-21.2287049],[-49.0134939,-21.2266479],[-49.0115919,-21.2236929],[-49.0107749,-21.2227149],[-49.0047329,-21.2154679],[-49.0044319,-21.2151079],[-48.9993859,-21.2080199],[-48.9992729,-21.2078329],[-48.9978149,-21.2054419],[-48.9969009,-21.2035549],[-48.9955359,-21.1993899],[-48.9952859,-21.1986289],[-48.9939009,-21.1903479],[-48.9923859,-21.1812799],[-48.9918179,-21.1778859],[-48.9903179,-21.1723149],[-48.9893419,-21.1686789],[-48.9878469,-21.1634329],[-48.9876019,-21.1625719],[-48.9870399,-21.1609619],[-48.9865129,-21.1599909]]]}"
SP 321;491,4;491,6;0,2;"{""type"":""MultiLineString"",""coordinates"":[[[-48.9865129,-21.1599909],[-48.9864989,-21.1599689],[-48.9864589,-21.1598969]]]}"
SP 322;307,59;309,629;2,039;"{""type"":""MultiLineString"",""coordinates"":[[[-47.7584959,-21.2080409],[-47.7591319,-21.2078819],[-47.7602349,-21.2071799],[-47.7602416,-21.2069088],[-47.7602599,-21.2061629],[-47.7603365,-21.2062424],[-47.7605076,-21.2064201],[-47.7611184,-21.2070543],[-47.7611999,-21.2071389],[-47.7613926,-21.207214],[-47.7645349,-21.2084379],[-47.7684869,-21.2099759],[-47.7702709,-21.2112099],[-47.7708509,-21.2118009],[-47.7711009,-21.2120529],[-47.7716699,-21.2127309],[-47.7723339,-21.2137119],[-47.7729839,-21.2150599]]]}"
SP 322;309,629;310,296;0,667;"{""type"":""MultiLineString"",""coordinates"":[[[-47.7729839,-21.2150599],[-47.7741879,-21.2177769],[-47.7742069,-21.21782],[-47.7746299,-21.2187789],[-47.7754151,-21.2205466],[-47.7754967,-21.2207304],[-47.7759469,-21.2217439]]]}"
SP 322;310,296;310,39;0,094;"{""type"":""MultiLineString"",""coordinates"":[[[-47.7759469,-21.2217439],[-47.7763639,-21.2226879]]]}"
SP 322;310,39;310,59;0,2;"{""type"":""MultiLineString"",""coordinates"":[[[-47.7763639,-21.2226879],[-47.7782469,-21.2223759]]]}"
SP 322;310,59;312,16;1,57;"{""type"":""MultiLineString"",""coordinates"":[[[-47.7782469,-21.2223759],[-47.7791431,-21.2222281],[-47.7796229,-21.2221489],[-47.7803708,-21.222025],[-47.7826089,-21.2216539],[-47.7840999,-21.2214079],[-47.7844659,-21.2213739],[-47.7852679,-21.2213009],[-47.7863599,-21.2213119],[-47.7871369,-21.2213939],[-47.7874629,-21.2214259],[-47.7930609,-21.2224209]]]}"
SP 322;312,16;313,636;1,476;"{""type"":""MultiLineString"",""coordinates"":[[[-47.7930609,-21.2224209],[-47.8069239,-21.2248789],[-47.8069299,-21.2248789]]]}"
SP 322;313,636;314,71;1,074;"{""type"":""MultiLineString"",""coordinates"":[[[-47.8069299,-21.2248789],[-47.8085339,-21.2250169],[-47.8105719,-21.2248269],[-47.8169059,-21.2230469]]]}"
SP 322;314,71;321,54;6,83;"{""type"":""MultiLineString"",""coordinates"":[[[-47.8169059,-21.2230469],[-47.8244289,-21.2209109],[-47.8265849,-21.2201749],[-47.8278289,-21.2196729],[-47.8287409,-21.2193039],[-47.8397469,-21.2144449],[-47.8553919,-21.2075359],[-47.8556559,-21.2074189],[-47.8610769,-21.2050259],[-47.8771689,-21.1979179]]]}"
SP 322;321,54;325,91;4,37;"{""type"":""MultiLineString"",""coordinates"":[[[-47.8771689,-21.1979179],[-47.8809659,-21.1962619],[-47.8821699,-21.1955949],[-47.8823299,-21.1954679],[-47.8837489,-21.1943409],[-47.8848239,-21.1931029],[-47.8851729,-21.1925299],[-47.8853367,-21.192261],[-47.8940949,-21.1778789],[-47.8957099,-21.1752289],[-47.8965769,-21.1735099],[-47.8990759,-21.1694259],[-47.8994549,-21.1686029],[-47.8996389,-21.1679289],[-47.8997319,-21.1673179],[-47.8997149,-21.1666749]]]}"
SP 322;325,91;326,1;0,19;"{""type"":""MultiLineString"",""coordinates"":[[[-47.8997149,-21.1666749],[-47.9016359,-21.1667369]]]}"
SP 322;326,1;326,9;0,8;"{""type"":""MultiLineString"",""coordinates"":[[[-47.9016359,-21.1667369],[-47.9053649,-21.1668609],[-47.9064829,-21.1668989],[-47.9090942,-21.1669858]]]}"
SP 322;326,9;327;0,1;"{""type"":""MultiLineString"",""coordinates"":[[[-47.9090942,-21.1669858],[-47.9100265,-21.1670169]]]}"
SP 322;327;327,1;0,1;"{""type"":""MultiLineString"",""coordinates"":[[[-47.9100265,-21.1670169],[-47.9109588,-21.1670479]]]}"
SP 322;327,1;328,385;1,285;"{""type"":""MultiLineString"",""coordinates"":[[[-47.9109588,-21.1670479],[-47.9109599,-21.1670479],[-47.9128239,-21.1671099],[-47.9131019,-21.1671209],[-47.9153989,-21.1671989],[-47.9180469,-21.1672449],[-47.9181349,-21.1672465],[-47.9195389,-21.1672719],[-47.9202279,-21.1672829],[-47.9202839,-21.1672759],[-47.9215789,-21.1671199],[-47.9229099,-21.1668959]]]}"
SP 322;328,385;333,16;4,775;"{""type"":""MultiLineString"",""coordinates"":[[[-47.9229099,-21.1668959],[-47.9238202,-21.1667463],[-47.9239679,-21.1667219],[-47.9325269,-21.1652949],[-47.9424269,-21.1636439],[-47.9590989,-21.1608639],[-47.9600079,-21.1607879],[-47.9614909,-21.1608059],[-47.9668379,-21.1614459]]]}"
SP 322;333,16;335,61;2,45;"{""type"":""MultiLineString"",""coordinates"":[[[-47.9668379,-21.1614459],[-47.9779429,-21.1628169],[-47.9814189,-21.1632459],[-47.9904979,-21.1643659]]]}"
SP 322;335,61;337,835;2,225;"{""type"":""MultiLineString"",""coordinates"":[[[-47.9904979,-21.1643659],[-47.9905719,-21.1638789],[-47.9907379,-21.1634769],[-47.9906329,-21.1629769],[-47.9906529,-21.1620919],[-47.9908079,-21.1609129],[-47.9911489,-21.1583239],[-47.9916069,-21.1560439],[-47.9916639,-21.1546159],[-47.9918159,-21.1533309],[-47.9921479,-21.1508079],[-47.9922829,-21.1504379],[-47.9924659,-21.1502069],[-47.9926489,-21.1499749],[-47.9930899,-21.1498129],[-47.9945279,-21.1495389],[-47.9982629,-21.1490449]]]}"
SP 322;337,835;343,48;5,645;"{""type"":""MultiLineString"",""coordinates"":[[[-47.9982629,-21.1490449],[-47.9996219,-21.1487779],[-47.9999039,-21.1486239],[-48.0006859,-21.1482009],[-48.0023299,-21.1471199],[-48.0055009,-21.1446029],[-48.0071979,-21.1433529],[-48.0114399,-21.1399339],[-48.0424979,-21.1155069],[-48.0436519,-21.1146019]]]}"
SP 322;343,48;343,5;0,02;"{""type"":""MultiLineString"",""coordinates"":[[[-48.0436519,-21.1146019],[-48.0437929,-21.1144909]]]}"
SP 322;343,5;347,68;4,18;"{""type"":""MultiLineString"",""coordinates"":[[[-48.0437929,-21.1144909],[-48.0522099,-21.1078519],[-48.0733659,-21.0911759]]]}"
SP 322;347,68;355,68;8;"{""type"":""MultiLineString"",""coordinates"":[[[-48.0733659,-21.0911759],[-48.0877469,-21.0798059],[-48.1019809,-21.0685529],[-48.1239269,-21.0511999],[-48.1281969,-21.0478269],[-48.1332899,-21.0437999]]]}"
SP 322;355,68;356;0,32;"{""type"":""MultiLineString"",""coordinates"":[[[-48.1332899,-21.0437999],[-48.1356519,-21.0419239]]]}"
SP 322;356;360,685;4,685;"{""type"":""MultiLineString"",""coordinates"":[[[-48.1356519,-21.0419239],[-48.1602059,-21.0224309],[-48.1681449,-21.0161959],[-48.1702559,-21.0145379]]]}"
SP 322;360,685;360,75;0,065;"{""type"":""MultiLineString"",""coordinates"":[[[-48.1702559,-21.0145379],[-48.1707379,-21.0141599]]]}"
SP 322;360,75;360,9;0,15;"{""type"":""MultiLineString"",""coordinates"":[[[-48.1707379,-21.0141599],[-48.1718494,-21.0132868]]]}"
SP 322;360,9;361;0,1;"{""type"":""MultiLineString"",""coordinates"":[[[-48.1718494,-21.0132868],[-48.1725905,-21.0127048]]]}"
SP 322;361;361,1;0,1;"{""type"":""MultiLineString"",""coordinates"":[[[-48.1725905,-21.0127048],[-48.1733315,-21.0121227]]]}"
SP 322;361,1;361,14;0,04;"{""type"":""MultiLineString"",""coordinates"":[[[-48.1733315,-21.0121227],[-48.1736279,-21.0118899]]]}"
SP 322;361,14;362,25;1,11;"{""type"":""MultiLineString"",""coordinates"":[[[-48.1736279,-21.0118899],[-48.1739119,-21.0116679],[-48.1748089,-21.0108979],[-48.1755779,-21.0102379],[-48.1760169,-21.0098649],[-48.1763239,-21.0094949],[-48.1774809,-21.0086789],[-48.1776099,-21.0086139],[-48.1787219,-21.0080609],[-48.1794059,-21.0077219],[-48.1803459,-21.0072559],[-48.1807959,-21.0070339],[-48.1825399,-21.0065639]]]}"
SP 322;362,25;365;2,75;"{""type"":""MultiLineString"",""coordinates"":[[[-48.1825399,-21.0065639],[-48.1839359,-21.0061909],[-48.1968489,-21.0027279],[-48.1998229,-21.0019049],[-48.2081029,-20.9996129]]]}"
SP 322;365;365,5;0,5;"{""type"":""MultiLineString"",""coordinates"":[[[-48.2081029,-20.9996129],[-48.2134779,-20.9981279]]]}"
SP 322;365,5;368,06;2,56;"{""type"":""MultiLineString"",""coordinates"":[[[-48.2134779,-20.9981279],[-48.2259509,-20.9946879],[-48.2328319,-20.9927879],[-48.2410049,-20.9905349]]]}"
SP 322;368,06;376,4;8,34;"{""type"":""MultiLineString"",""coordinates"":[[[-48.2410049,-20.9905349],[-48.2542969,-20.9869099],[-48.2649459,-20.9840059],[-48.2662939,-20.9836329],[-48.2759699,-20.9809439],[-48.2960919,-20.9753479],[-48.3126569,-20.9708249],[-48.3165909,-20.9697529],[-48.3179279,-20.9693869]]]}"
SP 322;376,4;379,8;3,4;"{""type"":""MultiLineString"",""coordinates"":[[[-48.3179279,-20.9693869],[-48.3254679,-20.9673059],[-48.3340509,-20.9649349],[-48.3399189,-20.9633139],[-48.3606549,-20.9575849]]]}"
SP 322;379,8;381,22;1,42;"{""type"":""MultiLineString"",""coordinates"":[[[-48.3606549,-20.9575849],[-48.3612819,-20.9574119],[-48.3694239,-20.9551549],[-48.3695479,-20.9551199]]]}"
SP 322;381,22;383,059;1,839;"{""type"":""MultiLineString"",""coordinates"":[[[-48.3695479,-20.9551199],[-48.3757029,-20.9534269],[-48.3784159,-20.9526799],[-48.3861889,-20.9505409]]]}"
SP 322;383,059;388,9;5,841;"{""type"":""MultiLineString"",""coordinates"":[[[-48.3861889,-20.9505409],[-48.3933479,-20.9485709],[-48.4390449,-20.9359939]]]}"
SP 322;388,9;390,5;1,6;"{""type"":""MultiLineString"",""coordinates"":[[[-48.4390449,-20.9359939],[-48.4404989,-20.9355959],[-48.4501609,-20.9329529],[-48.4526999,-20.9321789]]]}"
SP 322;390,5;394,5;4;"{""type"":""MultiLineString"",""coordinates"":[[[-48.4526999,-20.9321789],[-48.4567469,-20.9310279],[-48.4590009,-20.9307749],[-48.4611759,-20.9308859],[-48.4820979,-20.9341799],[-48.4860209,-20.9341899],[-48.4879899,-20.9338664],[-48.4895749,-20.9336059],[-48.4907349,-20.9336099],[-48.4917419,-20.9332779],[-48.4929069,-20.9325789],[-48.4937819,-20.9323759]]]}"
SP 322;394,5;395,8;1,3;"{""type"":""MultiLineString"",""coordinates"":[[[-48.4937819,-20.9323759],[-48.5006549,-20.9307689],[-48.5033059,-20.9303259],[-48.5076046,-20.9292936]]]}"
SP 322;395,8;396;0,2;"{""type"":""MultiLineString"",""coordinates"":[[[-48.5076046,-20.9292936],[-48.5097229,-20.9287849]]]}"
SP 322;396;398;2;"{""type"":""MultiLineString"",""coordinates"":[[[-48.5097229,-20.9287849],[-48.5184809,-20.9266789],[-48.5203039,-20.9261999],[-48.5251399,-20.9249349],[-48.5307429,-20.9231689]]]}"
